evtID,runID,CutID,SieveRowID,SieveColID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh,predicted_theta,predicted_phi
0,21771,151,4,7,0.000296,0.000497,0.110285,0.011177,-0.01427,0.005031,0.021182,-0.003426,0.020958726207027212,-0.0034285008077858947
1,21771,121,2,3,0.000296,0.000497,0.095817,-0.010487,0.003501,0.012499,-0.012772,0.01085,-0.01273073794436641,0.01084509446809534
2,21771,122,3,3,0.000296,0.000497,0.008382,-0.00909,-0.002753,0.016502,0.00081,0.01085,0.0007389797715404711,0.01085138798225671
3,21771,135,2,5,0.000296,0.000497,-0.263077,0.006283,0.001077,0.017104,-0.012772,0.005948,-0.012541250529466197,0.006233396983589046
4,21771,144,4,6,0.000296,0.000497,0.104561,0.005901,-0.010462,0.007145,0.014392,-0.000301,0.014339494577143341,-0.00030714942386111943
5,21771,136,3,5,0.000296,0.000497,0.094562,-0.004843,-0.002588,0.010351,0.00081,0.005948,0.0007784642202750547,0.005943269839917775
6,21771,120,1,3,0.000296,0.000497,0.09491,-0.006831,0.009881,0.01626,-0.026353,0.01085,-0.02641066914657131,0.010843323791050352
7,21771,158,4,8,0.000296,0.000497,0.107049,0.013021,-0.010372,0.002091,0.014392,-0.006551,0.014335821062559262,-0.006552543331054039
8,21771,119,0,3,0.000296,0.000497,-0.112896,0.007638,0.015646,0.024096,-0.039935,0.01085,-0.03983823664020747,0.01084532005188521
9,21771,149,2,7,0.000296,0.000497,-0.534586,0.016108,-0.000826,0.003895,-0.005981,-0.003426,-0.006165020473417826,-0.003759597457246855
10,21771,127,1,4,0.000296,0.000497,0.091195,-0.005531,0.007191,0.013645,-0.019562,0.008399,-0.019624020118499175,0.00841171364299953
11,21771,135,2,5,0.000296,0.000497,-0.01934,-0.000556,0.002891,0.012796,-0.012772,0.005948,-0.012665275513427332,0.005929042607021984
12,21771,149,2,7,0.000296,0.000497,0.086428,0.008273,0.001168,0.004939,-0.005981,-0.003426,-0.005984363742754795,-0.003418773674638942
13,21771,143,3,6,0.000296,0.000497,0.090075,0.00287,-0.002261,0.006874,0.00081,-0.000301,0.0007788296834405628,-0.0003069632634833397
14,21771,120,1,3,0.000296,0.000497,-0.444107,0.010157,0.005261,0.024549,-0.026353,0.01085,-0.026566398970317096,0.011058654548833147
15,21771,131,5,4,0.000296,0.000497,0.056955,0.001375,-0.020551,0.0212,0.034764,0.008399,0.034509442222770303,0.008407574583543465
16,21771,159,5,8,0.000296,0.000497,0.081165,0.017071,-0.021352,0.00105,0.027973,-0.006551,0.027871726895682514,-0.006563943708897568
17,21771,142,2,6,0.000296,0.000497,0.079084,0.00449,0.004995,0.006746,-0.012772,-0.000301,-0.012794036214472726,-0.00030362716870513395
18,21771,138,5,5,0.000296,0.000497,0.043596,0.003094,-0.017949,0.017102,0.027973,0.005948,0.028009104076772928,0.00595524915115675
19,21771,143,3,6,0.000296,0.000497,0.092129,0.004192,-0.001887,0.006597,0.00081,-0.000301,0.0007618633599122404,-0.00030314283867483027
20,21771,130,4,4,0.000296,0.000497,-0.082061,-0.000912,-0.012556,0.020254,0.021182,0.008399,0.020946849224856123,0.008416911907261238
21,21771,130,4,4,0.000296,0.000497,0.08815,-0.004484,-0.011448,0.016143,0.021182,0.008399,0.021077603509183973,0.008397170910029672
22,21771,130,4,4,0.000296,0.000497,0.083589,-0.006321,-0.011078,0.017285,0.021182,0.008399,0.02109610679326579,0.008398232239414938
23,21771,155,1,8,0.000296,0.000497,-0.04838,0.016364,0.012533,0.003915,-0.026353,-0.006551,-0.026343247620388865,-0.006550095364218578
24,21771,143,3,6,0.000296,0.000497,0.092848,0.005134,-0.00237,0.006007,0.00081,-0.000301,0.0007831940647520241,-0.0003053098735108506
25,21771,122,3,3,0.000296,0.000497,0.067023,-0.010816,-0.00146,0.012033,0.00081,0.01085,0.000531320940808655,0.010823471646290272
26,21771,128,2,4,0.000296,0.000497,0.067524,-0.007493,0.000427,0.011696,-0.005981,0.008399,-0.005975787935312837,0.008387523848796263
27,21771,128,2,4,0.000296,0.000497,0.093585,-0.006989,0.001299,0.011392,-0.005981,0.008399,-0.006103224019170739,0.008401122671784833
28,21771,145,5,6,0.000296,0.000497,-0.335282,0.013122,-0.018438,0.008767,0.027973,-0.000301,0.02769170660758391,-0.00025336855787827517
29,21771,147,0,7,0.000296,0.000497,0.064226,0.013707,0.016479,0.006155,-0.033144,-0.003426,-0.033097333915065974,-0.003566246436093934
30,21771,163,2,9,0.000296,0.000497,-0.483325,0.020068,0.00297,-0.008894,-0.012772,-0.0128,-0.013140561379259452,-0.013048185413936153
31,21771,163,2,9,0.000296,0.000497,0.052893,0.021286,0.00504,-0.002234,-0.012772,-0.0128,-0.012705740140518174,-0.012814237736165524
32,21771,148,1,7,0.000296,0.000497,-0.054304,0.010935,0.008351,0.00661,-0.019562,-0.003426,-0.019677563075674698,-0.003417103929677978
33,21771,129,3,4,0.000296,0.000497,0.088003,-0.00683,-0.005399,0.012486,0.007601,0.008399,0.007760098058497533,0.008390320115722716
34,21771,131,5,4,0.000296,0.000497,0.110518,0.001212,-0.021967,0.02085,0.034764,0.008399,0.03468198567861691,0.008420748228672892
35,21771,151,4,7,0.000296,0.000497,-0.076281,0.013273,-0.015769,0.005567,0.021182,-0.003426,0.021122742298757657,-0.0034417108981870115
36,21771,143,3,6,0.000296,0.000497,0.094501,0.003523,-0.00126,0.005575,0.00081,-0.000301,-0.0003389908411008946,-0.0003037484875676455
37,21771,145,5,6,0.000296,0.000497,0.113448,0.008772,-0.018484,0.009829,0.027973,-0.000301,0.027867334603797644,-0.00029252023523440585
38,21771,130,4,4,0.000296,0.000497,0.099095,-0.00521,-0.010297,0.01597,0.021182,0.008399,0.020367196208098903,0.008433700975729153
39,21771,136,3,5,0.000296,0.000497,0.094399,-0.00513,-0.001558,0.00977,0.00081,0.005948,0.00072524234519733,0.00594629119586898
40,21771,148,1,7,0.000296,0.000497,0.079821,0.010699,0.008082,0.005587,-0.019562,-0.003426,-0.01938398226047866,-0.0034283871282241307
41,21771,127,1,4,0.000296,0.000497,0.092002,-0.004852,0.007053,0.013343,-0.019562,0.008399,-0.019599712075432763,0.008351762822712772
