evtID,runID,CutID,SieveRowID,SieveColID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh,predicted_theta,predicted_phi
0,21756,318,3,3,0.000299,0.00049,-0.158637,-0.007226,-0.002856,0.016712,0.000799,0.010847,0.0007302363492271979,0.010844786636880599
1,21756,338,2,6,0.000299,0.00049,-0.331563,0.008953,0.002714,0.008305,-0.012783,-0.000304,-0.012907211406854913,-0.00030404870904021664
2,21756,333,4,5,0.000299,0.00049,-0.158704,0.000209,-0.01009,0.014202,0.014381,0.005945,0.014196809526765719,0.0059440914483275265
3,21756,331,2,5,0.000299,0.00049,-0.182008,-0.000351,0.002106,0.01249,-0.012783,0.005945,-0.012745017447741702,0.005953420979494695
4,21756,334,5,5,0.000299,0.00049,-0.154984,0.003429,-0.017789,0.017699,0.027962,0.005945,0.027957772137597203,0.005942616633547004
5,21756,352,2,8,0.000299,0.00049,-0.163715,0.012119,0.004093,6.6e-05,-0.012783,-0.006554,-0.012775423150742427,-0.006551226208102889
6,21756,319,4,3,0.000299,0.00049,-0.162847,-0.005507,-0.009004,0.019136,0.014381,0.010847,0.014351550722494721,0.010857664863578975
7,21756,326,4,4,0.000299,0.00049,-0.159724,-0.001448,-0.012428,0.019306,0.021171,0.008396,0.021035686775576323,0.008399766069487669
8,21756,339,3,6,0.000299,0.00049,-0.157825,0.005678,-0.003146,0.005772,0.000799,-0.000304,0.0007436568148477818,-0.0003029193858310464
9,21756,367,3,10,0.000299,0.00049,-0.409098,0.017997,-0.008766,-0.017949,0.00759,-0.015928,0.007716948646702804,-0.015980321913957596
10,21756,361,4,9,0.000299,0.00049,-0.151168,0.018897,-0.012793,-0.008497,0.014381,-0.012803,0.014313464518636465,-0.0128067699552048
11,21756,326,4,4,0.000299,0.00049,-0.159166,-0.000891,-0.012296,0.018123,0.021171,0.008396,0.021005300513934344,0.008393038442591205
12,21756,339,3,6,0.000299,0.00049,-0.158395,0.004303,-0.003487,0.00612,0.000799,-0.000304,0.0007690961729167611,-0.00030293550162241445
13,21756,322,0,4,0.000299,0.00049,-0.154188,0.003416,0.011828,0.01682,-0.033155,0.008396,-0.033001184288877994,0.008444596285698935
14,21756,348,5,7,0.000299,0.00049,-0.176359,0.014838,-0.02661,0.002172,0.034753,-0.003429,0.03449427254963666,-0.0033298500784439966
15,21756,315,0,3,0.000299,0.00049,-0.153111,0.005166,0.015244,0.022372,-0.039946,0.010847,-0.03986114100553095,0.010845141485333443
16,21756,319,4,3,0.000299,0.00049,-0.187919,-0.005091,-0.008776,0.019697,0.014381,0.010847,0.01432176842354238,0.010846371937077492
17,21756,323,1,4,0.000299,0.00049,-0.153522,-0.002343,0.00518,0.014929,-0.019573,0.008396,-0.019558637897716835,0.008406594322877936
18,21756,315,0,3,0.000299,0.00049,-0.199101,0.006452,0.014918,0.022963,-0.039946,0.010847,-0.03990414214786142,0.010864492316613905
19,21756,317,2,3,0.000299,0.00049,-0.151666,-0.006522,0.001956,0.01658,-0.012783,0.010847,-0.01279816566966474,0.0108559854561463
20,21756,326,4,4,0.000299,0.00049,-0.159771,-0.002703,-0.0131,0.018143,0.021171,0.008396,0.021304389461874962,0.008419025529292412
21,21756,341,5,6,0.000299,0.00049,-0.149017,0.008726,-0.020248,0.00864,0.027962,-0.000304,0.027986266824882478,-0.00030281909994300804
22,21756,330,1,5,0.000299,0.00049,-0.155965,0.003392,0.008561,0.014417,-0.026364,0.005945,-0.026363732118625194,0.0059434961003717035
23,21756,355,5,8,0.000299,0.00049,-0.146947,0.015653,-0.020687,-0.001472,0.027962,-0.006554,0.027865866315551102,-0.006551868136739358
24,21756,315,0,3,0.000299,0.00049,-0.215575,0.007515,0.01487,0.023,-0.039946,0.010847,-0.039917334681376815,0.010836988323717378
25,21756,319,4,3,0.000299,0.00049,-0.161094,-0.005498,-0.008819,0.018946,0.014381,0.010847,0.014342716138344258,0.01085310937196482
26,21756,323,1,4,0.000299,0.00049,-0.151608,-0.002398,0.005308,0.014819,-0.019573,0.008396,-0.01955910914693959,0.00839286889822688
27,21756,361,4,9,0.000299,0.00049,-0.151276,0.018058,-0.012543,-0.009289,0.014381,-0.012803,0.014312068495200947,-0.012798341602319852
28,21756,333,4,5,0.000299,0.00049,-0.157597,0.000127,-0.009382,0.014762,0.014381,0.005945,0.014224152895621955,0.005944222371908836
29,21756,326,4,4,0.000299,0.00049,-0.157816,-0.000321,-0.012827,0.018147,0.021171,0.008396,0.02100651417276822,0.008385794455534779
30,21756,317,2,3,0.000299,0.00049,-0.224686,-0.004266,0.00179,0.017597,-0.012783,0.010847,-0.012767083739163354,0.010859800255275331
31,21756,339,3,6,0.000299,0.00049,-0.156785,0.00426,-0.00426,0.00604,0.000799,-0.000304,0.0008217553859140025,-0.00030250967802203377
32,21756,323,1,4,0.000299,0.00049,-0.152949,-0.00172,0.005131,0.015216,-0.019573,0.008396,-0.019556870829546824,0.008394935590331443
33,21756,323,1,4,0.000299,0.00049,-0.15303,-0.001516,0.005012,0.01433,-0.019573,0.008396,-0.01956464265822433,0.00841904322442133
34,21756,318,3,3,0.000299,0.00049,-0.157603,-0.007542,-0.003128,0.016121,0.000799,0.010847,0.0006663062301868194,0.010839417576789856
35,21756,351,1,8,0.000299,0.00049,-0.171922,0.014993,0.011672,0.001357,-0.026364,-0.006554,-0.026411475788336247,-0.006552466671564616
36,21756,355,5,8,0.000299,0.00049,-0.146272,0.016252,-0.02226,-0.001809,0.027962,-0.006554,0.027956234815064818,-0.006529895908897743
37,21756,354,4,8,0.000299,0.00049,-0.150147,0.013033,-0.011857,-0.001458,0.014381,-0.006554,0.01430708379484713,-0.006550516074639745
38,21756,347,4,7,0.000299,0.00049,-0.149652,0.010484,-0.016098,0.003382,0.021171,-0.003429,0.02117728188750334,-0.0034258777304785326
39,21756,334,5,5,0.000299,0.00049,-0.154909,0.003132,-0.016902,0.017254,0.027962,0.005945,0.02788301307009533,0.005949125792540144
40,21756,339,3,6,0.000299,0.00049,-0.167842,0.005875,-0.003506,0.004081,0.000799,-0.000304,0.0007708474440732971,-0.00029649110001628287
41,21756,338,2,6,0.000299,0.00049,-0.502458,0.012015,0.001746,0.007625,-0.012783,-0.000304,-0.012928084121085703,-0.0003351780114826397
42,21756,332,3,5,0.000299,0.00049,-0.154885,-0.002401,-0.004253,0.012679,0.000799,0.005945,0.0009768027721293038,0.005948479316430166
43,21756,326,4,4,0.000299,0.00049,-0.158836,-0.002223,-0.013049,0.020217,0.021171,0.008396,0.021326470625353977,0.008399133512284607
44,21756,323,1,4,0.000299,0.00049,-0.179191,-0.001045,0.005219,0.014849,-0.019573,0.008396,-0.0195279453182593,0.008400508857448585
45,21756,353,3,8,0.000299,0.00049,-0.158076,0.011864,-0.004453,-0.000544,0.000799,-0.006554,0.0008695940559846349,-0.0065509541891515255
46,21756,325,3,4,0.000299,0.00049,-0.160288,-0.004359,-0.006814,0.016843,0.00759,0.008396,0.007595168441184796,0.008369581992155872
47,21756,340,4,6,0.000299,0.00049,-0.153176,0.006213,-0.010862,0.006854,0.014381,-0.000304,0.014299578848294914,-0.0003027271277460386
48,21756,327,5,4,0.000299,0.00049,-0.223366,0.006148,-0.022413,0.023149,0.034753,0.008396,0.03471662511583418,0.008420985628617927
49,21756,316,1,3,0.000299,0.00049,-0.345021,0.004139,0.006259,0.022823,-0.026364,0.010847,-0.02660812169779092,0.010894800376263447
50,21756,316,1,3,0.000299,0.00049,-0.173443,-0.001818,0.007015,0.018496,-0.026364,0.010847,-0.026166390511207283,0.010853301442693919
51,21756,326,4,4,0.000299,0.00049,-0.156744,-0.001426,-0.013158,0.017051,0.021171,0.008396,0.021039425628259778,0.00836185330990702
52,21756,330,1,5,0.000299,0.00049,-0.183283,0.004506,0.008949,0.015161,-0.026364,0.005945,-0.026325573038775474,0.00594369580358034
53,21756,334,5,5,0.000299,0.00049,-0.159678,0.002884,-0.01759,0.017074,0.027962,0.005945,0.027950179181061685,0.005944063945207745
