evtID,runID,CutID,SieveRowID,SieveColID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh,predicted_theta,predicted_phi
0,21748,267,1,10,0.001294,-0.000504,-0.189906,0.021567,0.009496,-0.009886,-0.021192,-0.01694,-0.021129502885742113,-0.016937268985202536
1,21748,228,4,4,0.001294,-0.000504,-0.037777,-0.003259,-0.012302,0.017703,0.019547,0.007383,0.019579771207645535,0.007387627425487153
2,21748,241,3,6,0.001294,-0.000504,-0.037008,0.004127,-0.002543,0.00658,-0.000822,-0.001317,-0.0008355787103937473,-0.0013148320285836235
3,21748,233,2,5,0.001294,-0.000504,-0.036995,-0.002302,0.004214,0.010249,-0.014402,0.004932,-0.014427658839849755,0.004927146008412819
4,21748,253,1,8,0.001294,-0.000504,-0.054142,0.014802,0.014061,0.004084,-0.027982,-0.007566,-0.027938286832068115,-0.007523089851019904
5,21748,236,5,5,0.001294,-0.000504,-0.026198,0.00246,-0.017199,0.015598,0.026337,0.004932,0.026264705054927617,0.0049410234787501395
6,21748,220,3,3,0.001294,-0.000504,-0.037629,-0.009251,-0.001553,0.013383,-0.000822,0.009833,-0.0008600382061558776,0.009822144071222283
7,21748,235,4,5,0.001294,-0.000504,-0.038899,-0.001559,-0.00858,0.013241,0.012757,0.004932,0.01272925635566935,0.004915891418932006
8,21748,220,3,3,0.001294,-0.000504,-0.203367,-0.005387,-0.003323,0.016929,-0.000822,0.009833,-0.0007432586990034906,0.009834811353357509
9,21748,236,5,5,0.001294,-0.000504,-0.148312,0.003981,-0.016476,0.017983,0.026337,0.004932,0.026294914016034454,0.004939474689308554
10,21748,268,2,10,0.001294,-0.000504,-0.045254,0.021409,0.002209,-0.009203,-0.007612,-0.01694,-0.007616065340698697,-0.01695006957743317
11,21748,222,5,3,0.001294,-0.000504,-0.203333,-0.002505,-0.013798,0.021977,0.026337,0.009833,0.02516524906968698,0.009842487575951964
12,21748,218,1,3,0.001294,-0.000504,-0.057437,-0.004162,0.009394,0.015829,-0.027982,0.009833,-0.027959134138654917,0.009837133664404973
13,21748,241,3,6,0.001294,-0.000504,-0.163047,0.004734,-0.002092,0.005809,-0.000822,-0.001317,-0.0008759798056416912,-0.001313183560341713
14,21748,228,4,4,0.001294,-0.000504,-0.031124,-0.001864,-0.01272,0.015355,0.019547,0.007383,0.019577482918975875,0.006903567991685122
15,21748,241,3,6,0.001294,-0.000504,-0.035793,0.004671,-0.002406,0.004708,-0.000822,-0.001317,-0.0008346481208718615,-0.0013194041493989062
16,21748,224,0,4,0.001294,-0.000504,-0.06285,0.003228,0.012668,0.016748,-0.034772,0.007383,-0.03464698180323467,0.007266793632879853
17,21748,246,1,7,0.001294,-0.000504,-0.215821,0.012241,0.007991,0.004131,-0.021192,-0.004442,-0.021145414473721758,-0.004446569029823877
18,21748,239,1,6,0.001294,-0.000504,-0.0481,0.007974,0.011802,0.007805,-0.027982,-0.001317,-0.02785201946971938,-0.0013192784990678774
19,21748,245,0,7,0.001294,-0.000504,-0.060086,0.013346,0.01649,0.00708,-0.034772,-0.004442,-0.034698052157182246,-0.0044434248775360174
20,21748,228,4,4,0.001294,-0.000504,-0.035911,-0.002649,-0.012367,0.015072,0.019547,0.007383,0.019550097145838663,0.0074488569516688585
21,21748,224,0,4,0.001294,-0.000504,-0.038657,0.001601,0.013907,0.015372,-0.034772,0.007383,-0.03471797943348065,0.007391658378764987
22,21748,241,3,6,0.001294,-0.000504,-0.038082,0.003641,-0.001918,0.005966,-0.000822,-0.001317,-0.0008437189462711103,-0.0013197111748013413
23,21748,253,1,8,0.001294,-0.000504,-0.059354,0.015421,0.012964,0.00156,-0.027982,-0.007566,-0.027899094973690808,-0.007569765570224263
24,21748,226,2,4,0.001294,-0.000504,-0.035711,-0.006421,0.001049,0.011547,-0.007612,0.007383,-0.007612580797285773,0.007375687739113346
25,21748,227,3,4,0.001294,-0.000504,-0.037348,-0.006081,-0.00467,0.013527,0.005968,0.007383,0.005896635520912241,0.007381858958979137
26,21748,218,1,3,0.001294,-0.000504,-0.058748,-0.003471,0.009309,0.016126,-0.027982,0.009833,-0.027946145506575704,0.009829516129684635
27,21748,240,2,6,0.001294,-0.000504,-0.241671,0.008746,0.003724,0.006764,-0.014402,-0.001317,-0.014385979244252667,-0.0013114200592099223
28,21748,228,4,4,0.001294,-0.000504,-0.032613,-0.002638,-0.011955,0.01648,0.019547,0.007383,0.019491895334795117,0.007358330651186407
29,21748,236,5,5,0.001294,-0.000504,-0.373966,0.009968,-0.017201,0.018545,0.026337,0.004932,0.02640155452536419,0.004918799124425277
30,21748,236,5,5,0.001294,-0.000504,-0.025527,0.002947,-0.017638,0.015751,0.026337,0.004932,0.026227136550005525,0.004893918936431874
31,21748,261,2,9,0.001294,-0.000504,-0.049092,0.019013,0.005027,-0.004861,-0.014402,-0.013815,-0.01434045154019259,-0.013814657577313483
32,21748,241,3,6,0.001294,-0.000504,-0.035706,0.00634,-0.002483,0.00468,-0.000822,-0.001317,-0.0008337678173120366,-0.0013316482200025348
33,21748,221,4,3,0.001294,-0.000504,-0.038347,-0.008125,-0.00748,0.018182,0.012757,0.009833,0.012738824443658814,0.009826692257774994
34,21748,236,5,5,0.001294,-0.000504,-0.026849,0.002205,-0.016606,0.014629,0.026337,0.004932,0.026226293586660177,0.004924073429720011
35,21748,234,3,5,0.001294,-0.000504,-0.036024,-0.003372,-0.002538,0.010771,-0.000822,0.004932,-0.0008180815548257669,0.004926942674501333
36,21748,260,1,9,0.001294,-0.000504,-0.063535,0.021152,0.014395,-0.003645,-0.027982,-0.013815,-0.027853936480823904,-0.013818408828228712
37,21748,261,2,9,0.001294,-0.000504,-0.238187,0.018697,0.00551,-0.006903,-0.014402,-0.013815,-0.014396337530342862,-0.013803882524371147
38,21748,241,3,6,0.001294,-0.000504,-0.137445,0.005652,-0.001852,0.006549,-0.000822,-0.001317,-0.0009168832075374667,-0.0013154080515960231
39,21748,222,5,3,0.001294,-0.000504,-0.032244,-0.0029,-0.015433,0.020547,0.026337,0.009833,0.026304569095373154,0.009842039333307184
40,21748,241,3,6,0.001294,-0.000504,-0.262792,0.007554,-0.003499,0.007307,-0.000822,-0.001317,-0.0008018973185244249,-0.0013163862331566634
41,21748,226,2,4,0.001294,-0.000504,-0.034407,-0.005844,0.001012,0.011678,-0.007612,0.007383,-0.007611939872731455,0.007383186632068828
42,21748,242,4,6,0.001294,-0.000504,-0.02925,0.00545,-0.009205,0.00508,0.012757,-0.001317,0.012658012594329193,-0.0013197498774388805
43,21748,228,4,4,0.001294,-0.000504,-0.116984,-5.6e-05,-0.011778,0.016704,0.019547,0.007383,0.019349421781953424,0.007313679452636279
