evtID,runID,CutID,SieveRowID,SieveColID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh
0,21768,150,3,7,0.000307,-0.000497,0.039157,0.008647,-0.005927,0.003654,0.005980,-0.003437 
1,21768,120,1,3,0.000307,-0.000497,0.091072,-0.005615,0.010329,0.015789,-0.027973,0.010839 
2,21768,119,0,3,0.000307,-0.000497,0.075285,0.002990,0.017585,0.020283,-0.041555,0.010839 
3,21768,129,3,4,0.000307,-0.000497,0.091376,-0.008028,-0.004356,0.012399,0.005980,0.008389 
4,21768,130,4,4,0.000307,-0.000497,0.096524,-0.004699,-0.010999,0.015903,0.019562,0.008389 
5,21768,128,2,4,0.000307,-0.000497,0.091301,-0.008715,0.002209,0.011262,-0.007601,0.008389 
6,21768,129,3,4,0.000307,-0.000497,-0.054185,-0.004394,-0.004751,0.016188,0.005980,0.008389 
7,21768,157,3,8,0.000307,-0.000497,0.090116,0.011832,-0.002424,0.002085,-0.000810,-0.006562 
8,21768,144,4,6,0.000307,-0.000497,0.101452,0.005979,-0.009590,0.007843,0.012771,-0.000312 
9,21768,169,1,10,0.000307,-0.000497,0.032510,0.024028,0.010669,-0.003160,-0.021183,-0.015936 
10,21768,156,2,8,0.000307,-0.000497,0.079134,0.013634,0.006068,0.001784,-0.014392,-0.006562 
11,21768,129,3,4,0.000307,-0.000497,0.028836,-0.006551,-0.004681,0.014129,0.005980,0.008389 
12,21768,121,2,3,0.000307,-0.000497,0.090146,-0.010085,0.003520,0.012210,-0.014392,0.010839 
13,21768,152,5,7,0.000307,-0.000497,0.072873,0.015073,-0.024700,0.006666,0.033144,-0.003437 
14,21768,130,4,4,0.000307,-0.000497,0.097466,-0.003939,-0.011612,0.015135,0.019562,0.008389 
15,21768,170,2,10,0.000307,-0.000497,-0.287178,0.022125,0.000830,-0.010289,-0.007601,-0.015936 
16,21768,130,4,4,0.000307,-0.000497,0.097200,-0.004198,-0.011180,0.015519,0.019562,0.008389 
17,21768,143,3,6,0.000307,-0.000497,-0.185776,0.007478,-0.003536,0.006508,-0.000810,-0.000312 
18,21768,152,5,7,0.000307,-0.000497,-0.103010,0.016414,-0.025047,0.006715,0.033144,-0.003437 
19,21768,144,4,6,0.000307,-0.000497,0.100927,0.005241,-0.009507,0.007917,0.012771,-0.000312 
20,21768,134,1,5,0.000307,-0.000497,0.063440,0.000538,0.010920,0.013670,-0.027973,0.005938 
21,21768,143,3,6,0.000307,-0.000497,0.067190,0.005313,-0.001117,0.006535,-0.000810,-0.000312 
22,21768,148,1,7,0.000307,-0.000497,0.075930,0.011060,0.010059,0.005957,-0.021183,-0.003437 
