evtID,runID,CutID,SieveRowID,SieveColID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh
0,21782,144,4,6,0.001309,-0.000495,0.100772,0.004785,-0.010133,0.005814,0.012773,-0.001332 
1,21782,120,1,3,0.001309,-0.000495,0.089903,-0.006910,0.010892,0.014035,-0.027966,0.009819 
2,21782,144,4,6,0.001309,-0.000495,-0.346679,0.010731,-0.010445,0.006538,0.012773,-0.001332 
3,21782,142,2,6,0.001309,-0.000495,0.084724,0.003627,0.005020,0.005385,-0.014386,-0.001332 
4,21782,147,0,7,0.001309,-0.000495,-0.067691,0.015323,0.016524,0.007902,-0.034756,-0.004456 
5,21782,147,0,7,0.001309,-0.000495,-0.425274,0.019281,0.012087,0.007331,-0.034756,-0.004456 
6,21782,134,1,5,0.001309,-0.000495,0.081612,-0.000805,0.011034,0.010209,-0.027966,0.004917 
7,21782,142,2,6,0.001309,-0.000495,-0.087151,0.006325,0.003423,0.006507,-0.014386,-0.001332 
8,21782,135,2,5,0.001309,-0.000495,0.062359,-0.004079,0.004819,0.009645,-0.014386,0.004917 
9,21782,121,2,3,0.001309,-0.000495,0.090824,-0.010815,0.003849,0.011488,-0.014386,0.009819 
10,21782,143,3,6,0.001309,-0.000495,0.034130,0.005547,-0.001583,0.004898,-0.000807,-0.001332 
11,21782,141,1,6,0.001309,-0.000495,-0.114702,0.009433,0.012016,0.009308,-0.027966,-0.001332 
12,21782,165,4,9,0.001309,-0.000495,0.063351,0.019633,-0.010697,-0.005818,0.012773,-0.013830 
13,21782,177,2,11,0.001309,-0.000495,-0.190518,0.022808,0.005455,-0.013233,-0.014386,-0.020018 
14,21782,130,4,4,0.001309,-0.000495,0.099282,-0.004583,-0.011403,0.013390,0.019563,0.007368 
15,21782,148,1,7,0.001309,-0.000495,0.077687,0.008456,0.009127,0.003949,-0.021176,-0.004456 
16,21782,123,4,3,0.001309,-0.000495,0.091650,-0.011139,-0.007180,0.012868,0.012773,0.009819 
17,21782,143,3,6,0.001309,-0.000495,0.062303,0.003002,-0.001766,0.004593,-0.000807,-0.001332 
18,21782,130,4,4,0.001309,-0.000495,0.097539,-0.006142,-0.010405,0.013464,0.019563,0.007368 
19,21782,120,1,3,0.001309,-0.000495,0.090357,-0.007233,0.010415,0.012710,-0.027966,0.009819 
20,21782,134,1,5,0.001309,-0.000495,0.073678,-0.000819,0.011172,0.011132,-0.027966,0.004917 
21,21782,130,4,4,0.001309,-0.000495,0.097846,-0.004634,-0.011378,0.014041,0.019563,0.007368 
22,21782,134,1,5,0.001309,-0.000495,0.082350,0.000097,0.011918,0.010261,-0.027966,0.004917 
23,21782,128,2,4,0.001309,-0.000495,0.085316,-0.007615,0.001942,0.009576,-0.007596,0.007368 
24,21782,138,5,5,0.001309,-0.000495,0.068483,0.000828,-0.016088,0.013971,0.026353,0.004917 
25,21782,135,2,5,0.001309,-0.000495,-0.005458,-0.002517,0.003614,0.010166,-0.014386,0.004917 
26,21782,130,4,4,0.001309,-0.000495,0.095861,-0.006689,-0.011361,0.015435,0.019563,0.007368 
27,21782,130,4,4,0.001309,-0.000495,0.077909,-0.004100,-0.010782,0.014627,0.019563,0.007368 
28,21782,129,3,4,0.001309,-0.000495,0.091501,-0.008075,-0.004251,0.010382,0.005983,0.007368 
29,21782,130,4,4,0.001309,-0.000495,0.070502,-0.005116,-0.011329,0.015033,0.019563,0.007368 
30,21782,145,5,6,0.001309,-0.000495,-0.062955,0.009232,-0.018776,0.008394,0.026353,-0.001332 
31,21782,149,2,7,0.001309,-0.000495,0.082721,0.007607,0.002046,0.002138,-0.007596,-0.004456 
