evtID,runID,CutID,SieveRowID,SieveColID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh
0,21783,149,2,7,0.000299,0.000499,0.064029,0.006926,0.001415,0.002127,-0.005976,-0.003429 
1,21783,158,4,8,0.000299,0.000499,0.072892,0.011683,-0.011628,-0.000414,0.014396,-0.006553 
2,21783,137,4,5,0.000299,0.000499,-0.171755,0.000478,-0.010618,0.014323,0.014396,0.005946 
3,21783,159,5,8,0.000299,0.000499,0.113153,0.014908,-0.020643,0.000533,0.027978,-0.006553 
4,21783,121,2,3,0.000299,0.000499,-0.032286,-0.009275,0.002383,0.013202,-0.012767,0.010848 
5,21783,143,3,6,0.000299,0.000499,0.094922,0.003480,-0.002421,0.003439,0.000815,-0.000304 
6,21783,124,5,3,0.000299,0.000499,0.102011,-0.007235,-0.014461,0.019055,0.027978,0.010848 
7,21783,143,3,6,0.000299,0.000499,0.094502,0.001063,-0.001660,0.003084,0.000815,-0.000304 
8,21783,124,5,3,0.000299,0.000499,0.080198,-0.006795,-0.015312,0.018403,0.027978,0.010848 
9,21783,127,1,4,0.000299,0.000499,-0.325043,0.004425,0.004144,0.017456,-0.019558,0.008397 
10,21783,123,4,3,0.000299,0.000499,0.091242,-0.011377,-0.007372,0.013711,0.014396,0.010848 
11,21783,156,2,8,0.000299,0.000499,0.082991,0.010433,0.005178,-0.000614,-0.012767,-0.006553 
12,21783,178,3,11,0.000299,0.000499,0.041541,0.024218,-0.003291,-0.011884,0.000815,-0.018991 
13,21783,171,3,10,0.000299,0.000499,-0.015836,0.022172,-0.008600,-0.011739,0.007605,-0.015928 
14,21783,130,4,4,0.000299,0.000499,0.097347,-0.006937,-0.010782,0.013573,0.021187,0.008397 
15,21783,135,2,5,0.000299,0.000499,0.090829,-0.006579,0.003692,0.007729,-0.012767,0.005946 
16,21783,145,5,6,0.000299,0.000499,0.073909,0.007917,-0.019627,0.006913,0.027978,-0.000304 
17,21783,127,1,4,0.000299,0.000499,0.092821,-0.008279,0.006292,0.010509,-0.019558,0.008397 
18,21783,162,1,9,0.000299,0.000499,0.062711,0.019396,0.014945,-0.001816,-0.026349,-0.012803 
19,21783,155,1,8,0.000299,0.000499,0.067119,0.013666,0.013296,0.003446,-0.026349,-0.006553 
20,21783,121,2,3,0.000299,0.000499,0.094966,-0.012573,0.003354,0.009846,-0.012767,0.010848 
21,21783,129,3,4,0.000299,0.000499,0.094398,-0.010023,-0.005238,0.011196,0.007605,0.008397 
22,21783,127,1,4,0.000299,0.000499,0.092675,-0.008211,0.006731,0.010505,-0.019558,0.008397 
23,21783,155,1,8,0.000299,0.000499,-0.041668,0.012884,0.012285,0.003175,-0.026349,-0.006553 
24,21783,126,0,4,0.000299,0.000499,0.085350,-0.002408,0.013440,0.013972,-0.033139,0.008397 
25,21783,127,1,4,0.000299,0.000499,0.090347,-0.006562,0.007250,0.011525,-0.019558,0.008397 
26,21783,152,5,7,0.000299,0.000499,0.120064,0.012535,-0.026367,0.005930,0.034768,-0.003429 
27,21783,137,4,5,0.000299,0.000499,0.097134,-0.005584,-0.008479,0.010541,0.014396,0.005946 
28,21783,159,5,8,0.000299,0.000499,-0.159798,0.015949,-0.020698,-0.001685,0.027978,-0.006553 
29,21783,166,5,9,0.000299,0.000499,0.008550,0.021889,-0.023333,-0.009684,0.027978,-0.012803 
30,21783,155,1,8,0.000299,0.000499,0.066787,0.011792,0.012512,0.003012,-0.026349,-0.006553 
31,21783,130,4,4,0.000299,0.000499,0.098871,-0.007604,-0.011076,0.016518,0.021187,0.008397 
32,21783,120,1,3,0.000299,0.000499,0.089521,-0.008684,0.009807,0.014259,-0.026349,0.010848 
33,21783,155,1,8,0.000299,0.000499,0.067494,0.014493,0.014188,0.002894,-0.026349,-0.006553 
34,21783,123,4,3,0.000299,0.000499,0.092989,-0.012157,-0.007219,0.014078,0.014396,0.010848 
35,21783,123,4,3,0.000299,0.000499,0.093177,-0.012063,-0.007723,0.013787,0.014396,0.010848 
36,21783,158,4,8,0.000299,0.000499,-0.209161,0.013853,-0.011058,-0.000384,0.014396,-0.006553 
37,21783,142,2,6,0.000299,0.000499,0.089460,0.002486,0.005438,0.004867,-0.012767,-0.000304 
38,21783,135,2,5,0.000299,0.000499,0.091392,-0.005427,0.003928,0.007753,-0.012767,0.005946 
39,21783,156,2,8,0.000299,0.000499,0.057175,0.011157,0.005129,0.000637,-0.012767,-0.006553 
40,21783,127,1,4,0.000299,0.000499,0.028348,-0.005245,0.006481,0.011762,-0.019558,0.008397 
41,21783,130,4,4,0.000299,0.000499,0.096788,-0.005415,-0.012441,0.015497,0.021187,0.008397 
42,21783,149,2,7,0.000299,0.000499,0.088635,0.006343,0.001607,0.002291,-0.005976,-0.003429 
43,21783,129,3,4,0.000299,0.000499,0.095270,-0.008888,-0.005134,0.010716,0.007605,0.008397 
44,21783,148,1,7,0.000299,0.000499,0.074319,0.007395,0.009440,0.003700,-0.019558,-0.003429 
45,21783,134,1,5,0.000299,0.000499,0.044753,-0.001465,0.010351,0.010815,-0.026349,0.005946 
46,21783,144,4,6,0.000299,0.000499,0.104630,0.003468,-0.009195,0.004346,0.014396,-0.000304 
47,21783,138,5,5,0.000299,0.000499,0.107669,-0.001544,-0.016107,0.014234,0.027978,0.005946 
48,21783,143,3,6,0.000299,0.000499,0.094720,0.000856,-0.001883,0.005266,0.000815,-0.000304 
49,21783,144,4,6,0.000299,0.000499,-0.197640,0.007654,-0.010916,0.007256,0.014396,-0.000304 
50,21783,142,2,6,0.000299,0.000499,-0.078391,0.005589,0.004153,0.005342,-0.012767,-0.000304 
