evtID,runID,CutID,SieveRowID,SieveColID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh,predicted_theta,predicted_phi
0,21753,348,5,7,0.00028,-0.000484,-0.152291,0.01416,-0.025056,0.004522,0.033164,-0.003409,0.03240283334162086,-0.0032728256410337053
1,21753,355,5,8,0.00028,-0.000484,-0.148657,0.015158,-0.020581,-0.00091,0.026373,-0.006534,0.026250965835060924,-0.006493499706266448
2,21753,365,1,10,0.00028,-0.000484,-0.1784,0.020727,0.010335,-0.010146,-0.021162,-0.015909,-0.022176337137352675,-0.0161260440654587
3,21753,316,1,3,0.00028,-0.000484,-0.149828,-0.002955,0.008809,0.018739,-0.027953,0.010867,-0.02818015532102436,0.011431878476287238
4,21753,324,2,4,0.00028,-0.000484,-0.156922,-0.005588,0.000368,0.013969,-0.007581,0.008416,-0.007868293731007725,0.008831483195535839
5,21753,322,0,4,0.00028,-0.000484,-0.279617,0.007599,0.011509,0.018559,-0.034744,0.008416,-0.03414440818596631,0.008090268180239946
6,21753,368,4,10,0.00028,-0.000484,-0.177071,0.022759,-0.018109,-0.014756,0.019582,-0.015909,0.020118385582463816,-0.016186731460038573
7,21753,351,1,8,0.00028,-0.000484,-0.174754,0.015182,0.012347,0.000876,-0.027953,-0.006534,-0.02797210030257702,-0.006570778976310976
8,21753,341,5,6,0.00028,-0.000484,-0.168289,0.010067,-0.019398,0.007124,0.026373,-0.000285,0.026700563728809357,-0.0005632076708934619
9,21753,324,2,4,0.00028,-0.000484,-0.189129,-0.004336,0.000158,0.014455,-0.007581,0.008416,-0.007879504119046032,0.00848186323128175
10,21753,331,2,5,0.00028,-0.000484,-0.157685,-0.001087,0.002584,0.011928,-0.014372,0.005965,-0.01386900432407856,0.005862010963028297
11,21753,327,5,4,0.00028,-0.000484,-0.158367,0.003359,-0.020311,0.023032,0.033164,0.008416,0.032503213675227016,0.008535817309166305
12,21753,323,1,4,0.00028,-0.000484,-0.166916,-0.00224,0.005973,0.014834,-0.021162,0.008416,-0.021591139142401516,0.008751213492359966
13,21753,351,1,8,0.00028,-0.000484,-0.175261,0.015389,0.013719,0.002172,-0.027953,-0.006534,-0.02871447044890374,-0.006820876675192267
14,21753,319,4,3,0.00028,-0.000484,-0.164224,-0.007257,-0.007477,0.01942,0.012792,0.010867,0.012774174159858376,0.011566269022296183
15,21753,348,5,7,0.00028,-0.000484,-0.561161,0.014655,-0.015873,0.000361,0.033164,-0.003409,0.03333230136195198,-0.0037965166120557114
